respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.20248347819476267,0.1584319449084506
26708,0.037301575194139236,0.01790806617181667
26709,0.22646136507763553,0.7889775448606855
26710,0.6749697985210577,0.9110438960676726
26711,0.29665194906090714,0.3348445709609331
26712,0.8077165488514012,0.9812329892812617
26713,0.2554275377333345,0.6394304502568187
26714,0.17622413608650786,0.12363863319594046
26715,0.011644750344986203,0.05180858092184214
26716,0.22350262113288985,0.9255191131428785
26717,0.006555614596187267,0.3972024256516713
26718,0.4270422957932623,0.4643284269393971
26719,0.06496097842271872,0.9323056758768746
26720,0.024815972819237392,0.1102985032077005
26721,0.3068802923031615,0.42198116898309973
26722,0.050691421600692226,0.053274767527218575
26723,0.8830640085480645,0.942691563551946
26724,0.03227487597295702,0.7883717810219844
26725,0.023192055388267446,0.04377976194953998
26726,0.08464740351621912,0.010800920203880333
26727,0.43485556256205304,0.8868298680306824
26728,0.3822615282153696,0.5884317483632779
26729,0.027202965800098417,0.21898133261274966
26730,0.043915605608917406,0.20023892528514345
26731,0.03094463287846063,0.311771568359866
26732,0.054873437117172214,0.03690848715766912
26733,0.9819761409183672,0.9871277703709936
26734,0.799730798272245,0.5909717126555145
26735,0.06028883547974108,0.15815670702636378
26736,0.10400599068436828,0.16389180798407438
26737,0.045946531235546026,0.09099936265551768
26738,0.8684119027316446,0.9257028796572325
26739,0.1524522651915159,0.10796927693092823
26740,0.25771231149716645,0.09970596631060685
26741,0.04541144424750224,0.9472535714652983
26742,0.1493129711883016,0.40584995645779975
26743,0.04128327255143674,0.48345137581600767
26744,0.025905535694351164,0.6176199889594606
26745,0.022496061622166802,0.9125521718280276
26746,0.10019557241602327,0.0853088360027276
26747,0.03597959974593806,0.11432183254305306
26748,0.06166175717392475,0.0539243758715223
26749,0.09371058354709494,0.6566559056658169
26750,0.3985404448402643,0.8698142000161777
26751,0.463524191338668,0.7673591647770562
26752,0.03466701871911484,0.11627672760802052
26753,0.27066583379917586,0.7498429289702149
26754,0.08268979270261718,0.4876554342745038
26755,0.05503861764846391,0.38226638801537266
26756,0.017722992571042994,0.03969827157402498
26757,0.36355644078433125,0.5392166821447966
26758,0.5432367808238299,0.8158023224642794
26759,0.020737373386115265,0.1137090132340217
26760,0.013334256499867785,0.012722816763141652
26761,0.30840574268215276,0.7582657102184382
26762,0.25797628412839624,0.8886242975580955
26763,0.9115821568910223,0.9837581397292986
26764,0.9914969369322473,0.9942798225556878
26765,0.015416002188866218,0.6462840104517267
26766,0.13196997960099077,0.13408805524594533
26767,0.9212836308774615,0.7526633860561324
26768,0.00860001128996515,0.24788946734555967
26769,0.08878398558104403,0.09945919584239965
26770,0.0337702509566781,0.35506105862757753
26771,0.007038911720238427,0.07407389071227134
26772,0.06616860250341111,0.38935910378903477
26773,0.011386870729166821,0.18326825872593777
26774,0.03091290031194312,0.6575941017510939
26775,0.04430620995071222,0.4556169850275141
26776,0.5589036845709171,0.1879633959922503
26777,0.12407864731009188,0.9121998924072944
26778,0.033728883508004306,0.031681093402932764
26779,0.21609108595212587,0.6829842222907632
