respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.4723942110118818,0.19773880107250916
26708,0.43431272139519866,0.008452376751953004
26709,0.9920755406165332,0.8964796142132839
26710,0.9990773490248674,0.9197724308516576
26711,0.9178112481274378,0.47947584290152834
26712,0.9407185664220675,0.9816700268805497
26713,0.996076655667282,0.5658118510885597
26714,0.7847531852830469,0.1119916453477158
26715,0.7367906159206195,0.04479382746175327
26716,0.9964098546257308,0.9446721225719241
26717,0.13744945324871247,0.16811981977595322
26718,0.8996617880542469,0.439045223490898
26719,0.4079771483742544,0.8879723713765769
26720,0.9897113383768635,0.10542924759817131
26721,0.5186587321022834,0.21067432081057558
26722,0.9009981978960311,0.028309018763153435
26723,0.9766810397537601,0.9140443388268379
26724,0.9990002535650775,0.7608435293893905
26725,0.9743988844561289,0.07382528997977673
26726,0.9590488308743346,0.10127976853904683
26727,0.9618860019277822,0.8678914126253429
26728,0.9935316968620547,0.6996922687023431
26729,0.9012620944877648,0.0835851081027463
26730,0.8174292377161099,0.10746748142457685
26731,0.2159008949447345,0.4031012494144107
26732,0.19911077941672972,0.20268247619357976
26733,0.9927004885632214,0.9871277703709936
26734,0.9530246617359136,0.5954226438606013
26735,0.9992473685382038,0.5884201443469694
26736,0.9949815052819108,0.11333367313323432
26737,0.6496864407881939,0.10881813326868073
26738,0.9869729404201883,0.9257028796572325
26739,0.9509271004504859,0.047995661213215066
26740,0.6369344959086011,0.1013327088221352
26741,0.9711763772865676,0.9667593233693126
26742,0.9807211731731671,0.16500873887783363
26743,0.9013149270689977,0.4048427661769228
26744,0.9626516006843331,0.7453168147779671
26745,0.736843862993586,0.9424642982698314
26746,0.9995310601591854,0.5227231066763285
26747,0.9856276701759664,0.06148082474659469
26748,0.9888510823045787,0.12491644111921421
26749,0.9616568043773381,0.440881792631881
26750,0.9969484713091764,0.9560150017319838
26751,0.9914883150180298,0.8475781599119744
26752,0.70845115667706,0.19468436195255856
26753,0.8798954682317688,0.7498429289702149
26754,0.5447469579910602,0.4602554903772046
26755,0.9259748625666182,0.4271779452554132
26756,0.11605540164666543,0.03828251664479022
26757,0.9974333627730824,0.8110994351978185
26758,0.9958168343364935,0.78514455895951
26759,0.785399829236484,0.017401814848896368
26760,0.8624565177916313,0.07987891414891057
26761,0.8392138859671359,0.7923819493811693
26762,0.8222606512442282,0.7760231138106637
26763,0.9742737888955757,0.979818209780792
26764,0.99412295586393,0.9942798225556878
26765,0.07465237028511672,0.8929060482846897
26766,0.9577436496599273,0.07632428284104067
26767,0.9698631162675416,0.7571775237227566
26768,0.13587401101308447,0.21620659532612593
26769,0.9663077024373082,0.18077698515168794
26770,0.9379677110068312,0.5683978124465263
26771,0.3955394374630973,0.05514400680944924
26772,0.8088290554390082,0.12392587316746789
26773,0.1079515559304641,0.08640434109847078
26774,0.38722266769156044,0.84885462349098
26775,0.996117085459406,0.514402748868686
26776,0.995226288327725,0.5315644047165979
26777,0.8433836099354053,0.9294799316067178
26778,0.17770194922988583,0.031681093402932764
