respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.14744512612917707,0.1785872234634749
26708,0.018421798432996638,0.02002987540830887
26709,0.12810667789660618,0.7552132672553079
26710,0.34857362683937165,0.909826996332397
26711,0.16556637806637806,0.3989241858243659
26712,0.6717782885514868,0.9805898988520163
26713,0.16697078301400367,0.6802695044275302
26714,0.12275249722530521,0.13337457106492398
26715,0.013657368170968576,0.0526339102235886
26716,0.146294687366472,0.9188621563678749
26717,0.014345096518271391,0.39200554731237996
26718,0.22543246715722284,0.4754711756334812
26719,0.05275322619490216,0.9355189247180995
26720,0.02021885521885522,0.12179363612603647
26721,0.165277313946618,0.43016515511587744
26722,0.05143743672121794,0.0526339102235886
26723,0.7870894411500339,0.9431249755201969
26724,0.03813859479452984,0.7924014703181955
26725,0.018045696993065415,0.04503816086317784
26726,0.0621540528812633,0.01521385809229155
26727,0.24459017325041285,0.9160991161279327
26728,0.2257993655282632,0.5582967793902369
26729,0.037762493354598616,0.20167763868917846
26730,0.048306962435653064,0.16711702823741165
26731,0.032884863314652554,0.33295329401011964
26732,0.06363731297941824,0.06135672300266272
26733,1.0,0.9840699832556637
26734,0.6315186529157117,0.5420896373374975
26735,0.057703280536765114,0.1749578130902088
26736,0.08849452653834997,0.14928683061461215
26737,0.05098887212791651,0.07277527992530552
26738,0.7475410817080574,0.9213164954783958
26739,0.10872684362286211,0.11063397802841697
26740,0.1410331441753878,0.10268971750937254
26741,0.04838465667124203,0.936537799686065
26742,0.12089671395836381,0.4127111940347234
26743,0.05098887212791651,0.4915097431265941
26744,0.028622928422067356,0.6305342562685681
26745,0.014822993770362192,0.9143488669176898
26746,0.039526847421584264,0.07191079763386075
26747,0.04590464983597204,0.11665980154938678
26748,0.05698480708726611,0.046594030165654554
26749,0.06778364737004398,0.6688205198504324
26750,0.23315944254739396,0.8847185146537271
26751,0.25036393589148054,0.7707031967377196
26752,0.056144945697577275,0.07932643472244558
26753,0.17037590783421191,0.7400397780510304
26754,0.06956798442647498,0.5024550007330756
26755,0.05954532883933973,0.4110633334412106
26756,0.017445389859182963,0.04655861513931332
26757,0.1966940289592315,0.5626191569901257
26758,0.332329986152227,0.8369877742164711
26759,0.018045696993065415,0.1190238033413062
26760,0.013394524682318637,0.01231057716269483
26761,0.177724726254138,0.7655718515767995
26762,0.1408866845707355,0.8994311853067052
26763,0.9138099152073043,0.9710478120952203
26764,1.0,0.9972355658915071
26765,0.01879038613081166,0.6544414722412679
26766,0.1293897679746397,0.1133357983929085
26767,0.898513537556169,0.7474206353398857
26768,0.00983125458547322,0.28020672303586136
26769,0.08377192982456141,0.10102346849891619
26770,0.048306962435653064,0.3614401491951507
26771,0.014345096518271391,0.07420273541899344
26772,0.05874916115425175,0.39936321047371004
26773,0.013657368170968576,0.14663043975415402
26774,0.013657368170968576,0.4866499154579579
26775,0.0398924602711509,0.4748874539679978
26776,0.24667174808086298,0.20876648637193845
26777,0.10384619694321187,0.9060583430096184
26778,0.033986027522612886,0.027885520101945616
26779,0.1429675080098809,0.6698186976756675
26780,0.029724092630027683,0.92245931831338
26781,0.04257436996341434,0.45136236155893883
26782,0.04838465667124203,0.31331459080474133
26783,0.03048707846723887,0.2934084604829347
26784,0.16536725790922788,0.8887255023161356
26785,0.1300584475167516,0.2868924160313525
26786,0.05035544134748846,0.12996520451296437
26787,0.029148629148629146,0.5603888141961272
26788,0.02934799119009645,0.930032308222995
26789,0.014458354469552676,0.20440116660876448
26790,0.01974095796676442,0.13470963448688203
26791,0.06038059163059163,0.076758797374916
26792,0.06214494569757727,0.6940443109172467
26793,0.1199591792402451,0.9729247306868481
26794,0.403355788363062,0.8984391822420796
26795,0.04997723132969035,0.9724071556692729
26796,0.02942568542568542,0.024598517425773264
26797,0.11413484641859861,0.7220595215352408
26798,0.1507068289860286,0.15343819420429192
26799,0.1478810879190386,0.18912249672867953
26800,0.048306962435653064,0.9641808411064412
26801,0.16880084134321421,0.14690126235659168
26802,0.08849452653834997,0.23225619653145896
26803,0.04240052968711505,0.12266532845344977
26804,0.03240600232229113,0.0659563267042751
26805,0.04640098633973407,0.0936373492457049
26806,0.014345096518271391,0.9599821448258202
26807,0.24169561571587428,0.9228852991004736
26808,0.06349625899836452,0.40782024536011496
26809,0.21348397484177334,0.2637923100894772
26810,0.0398924602711509,0.06740361930525476
26811,0.014721197958202616,0.022355456803657702
26812,0.16861901398719503,0.9025704485010293
26813,0.2501301434973233,0.40169790993320403
26814,0.013394524682318637,0.5947949048721735
26815,0.010431561719355673,0.037034805615503805
26816,0.02934799119009645,0.04496649442005788
26817,0.039970154506739866,0.6984029222207198
26818,0.1473341383378341,0.2951323706190208
26819,0.09975093360339263,0.09784980081225281
26820,0.04838465667124203,0.15801979847098033
26821,0.02980178686561665,0.5323128615500085
26822,0.043095918198377214,0.6126618356608474
26823,0.1408866845707355,0.4177044599763578
26824,0.0216526658862953,0.7694180235383496
26825,0.30070229486708777,0.7615479725340493
26826,0.0398924602711509,0.6692205139875649
26827,0.022716495673529343,0.11847225566662936
26828,0.05275322619490216,0.5137591732630212
26829,0.7194916929690317,0.976068452795795
26830,0.02234039423359812,0.7820429996004366
26831,0.0973397770811564,0.9048322036361348
26832,0.022716495673529343,0.8033134243219193
26833,0.018045696993065415,0.6963719021817438
26834,0.09933052552175006,0.43050849938637664
26835,0.21782832481819098,0.9203687145371688
26836,0.19555555555555554,0.7241463671868492
26837,0.05438059163059163,0.021930140513643632
26838,0.10867827960851217,0.4839416393005215
26839,0.08369947635411552,0.31744057167722184
26840,0.10768659145918555,0.09749979188246546
26841,0.2390640761113306,0.7586645995024808
26842,0.06554532883933972,0.11884887995009066
26843,0.02859016607411986,0.02562808057744203
26844,0.029724092630027683,0.3279368003971129
26845,0.02934799119009645,0.7803751386309947
26846,0.03450757575757576,0.8452415209062851
26847,0.2940480274280758,0.11822269192878496
26848,0.0216526658862953,0.7325120423421707
26849,0.2151993987902307,0.46395167623035993
26850,0.27492774102606116,0.6516532549269781
26851,0.0398924602711509,0.029710690085240667
26852,0.045986871823828344,0.09039930105302027
26853,0.1408866845707355,0.38932341184409985
26854,0.00983125458547322,0.04466771000681413
26855,0.12882072328036762,0.8873004517495529
26856,0.03223216204599183,0.007494559846677513
26857,0.5581995964180083,0.13624819291093213
26858,0.08221921281622774,0.5357738268386536
26859,0.05098887212791651,0.09993270401522247
26860,0.12492780862630544,0.10418552337718871
26861,0.01694453278510509,0.022907790413157835
26862,0.048306962435653064,0.16817551745898907
26863,0.055366472607851915,0.3588303703511135
26864,0.2068011404117831,0.32725813744363363
26865,0.018045696993065415,0.023808015469421902
26866,0.05438059163059163,0.6239079067746685
26867,0.12944541944541946,0.1197383913867541
26868,0.9795479395418599,0.9850360302786625
26869,0.019735248914324967,0.10021888258342686
26870,0.6330920568241167,0.8908379805665542
26871,0.012895949789153672,0.022907790413157835
26872,0.05198687182382835,0.40863097607498
26873,0.03539295392953929,0.5464959442002264
26874,0.026497113997113998,0.07288598851992142
26875,0.18072472380545024,0.863344009872784
26876,0.02859016607411986,0.01521385809229155
26877,0.08048451402270543,0.09895227711864
26878,0.07441301310982162,0.2171421653648415
26879,0.006382978723404255,0.007494559846677513
26880,0.048306962435653064,0.08366118979010308
26881,0.01974095796676442,0.04151411346767693
26882,0.04041400850611378,0.0526339102235886
26883,0.04857030492276394,0.3752699379604915
26884,0.03185606060606061,0.026515839133840514
26885,0.14903418322709663,0.7134372753980173
26886,0.10024067467034732,0.8722115911488698
26887,0.6452352165820276,0.9198411266361852
26888,0.9972403199321999,0.9782417437418806
26889,0.018045696993065415,0.04809253629696877
26890,0.08349452393570041,0.4398714896214896
26891,0.6557636024106612,0.889202144665026
26892,0.05098887212791651,0.6577284304721547
26893,0.03450757575757576,0.07645636489838101
26894,0.18794739367256513,0.3585690434734525
26895,0.02234039423359812,0.820771365757665
26896,0.07617736717680726,0.04586671947632195
26897,0.048306962435653064,0.46423282480302513
26898,0.08717231296632386,0.5381046471581314
26899,0.0315882426751992,0.03863079284760594
26900,0.08099820521632871,0.19298534359517208
26901,0.039970154506739866,0.49202209672516795
26902,0.08717231296632386,0.9346119047400455
26903,0.0514520202020202,0.05125703832755983
26904,0.05475146198830409,0.3644478900862803
26905,0.1611619054130335,0.8902436449531933
26906,0.014685670937381929,0.3197647876645079
26907,0.013394524682318637,0.6876727744306474
26908,0.05475146198830409,0.849085728692
26909,0.07324481074481073,0.10101762929451827
26910,0.06956798442647498,0.18772309181561617
26911,0.05014901073822768,0.08590913559770463
